match_id,season,match_date,player,team,period,minute,x,y,outcome,shot_type,statsbomb_xg
3773386,2020/2021,2020-10-31,Miralem Pjanić,Barcelona,2,67,98.2,34.7,Off T,Open Play,0.048743222
3773386,2020/2021,2020-10-31,José Luis Sanmartín Mato,Deportivo Alavés,2,68,106.6,35.3,Saved,Open Play,0.03818405
3773386,2020/2021,2020-10-31,Anssumane Fati,Barcelona,2,73,103.2,35.7,Blocked,Open Play,0.051461197
3773386,2020/2021,2020-10-31,Anssumane Fati,Barcelona,2,77,103.4,24.7,Saved,Open Play,0.034160636
3773386,2020/2021,2020-10-31,Francisco António Machado Mota de Castro Trincão,Barcelona,2,77,96.4,46.8,Blocked,Open Play,0.03886047
3773386,2020/2021,2020-10-31,Francisco António Machado Mota de Castro Trincão,Barcelona,2,82,97.5,49.6,Blocked,Open Play,0.037237283
3773386,2020/2021,2020-10-31,Sergino Dest,Barcelona,2,83,92.9,28.0,Blocked,Open Play,0.021675078
3773386,2020/2021,2020-10-31,Sergino Dest,Barcelona,2,87,106.4,49.8,Saved,Open Play,0.064202756
3773386,2020/2021,2020-10-31,Miralem Pjanić,Barcelona,2,87,88.7,39.7,Saved,Open Play,0.020938296
3773386,2020/2021,2020-10-31,Gerard Piqué Bernabéu,Barcelona,2,88,114.5,46.0,Blocked,Open Play,0.104497105
3773386,2020/2021,2020-10-31,Gerard Piqué Bernabéu,Barcelona,2,89,108.9,44.1,Off T,Open Play,0.15296176
3773386,2020/2021,2020-10-31,Lionel Andrés Messi Cuccittini,Barcelona,2,90,94.0,49.1,Blocked,Open Play,0.02749131
3773386,2020/2021,2020-10-31,Lionel Andrés Messi Cuccittini,Barcelona,2,93,99.0,46.8,Blocked,Open Play,0.051498987
3773386,2020/2021,2020-10-31,Lionel Andrés Messi Cuccittini,Barcelona,2,93,104.9,49.8,Off T,Open Play,0.063643776
3773552,2020/2021,2021-01-03,Pedro González López,Barcelona,1,6,112.2,39.9,Saved,Open Play,0.54601175
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,1,8,115.6,49.8,Off T,Open Play,0.08631221
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,1,12,102.5,18.5,Off T,Open Play,0.010357936
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,1,18,104.9,39.7,Blocked,Open Play,0.11706126
3773552,2020/2021,2021-01-03,Pedro González López,Barcelona,1,20,114.6,41.0,Off T,Open Play,0.3090264
3773552,2020/2021,2021-01-03,Jordi Alba Ramos,Barcelona,1,24,110.2,26.8,Off T,Open Play,0.05799438
3773552,2020/2021,2021-01-03,Frenkie de Jong,Barcelona,1,26,115.4,41.1,Goal,Open Play,0.27720144
3773552,2020/2021,2021-01-03,Martin Braithwaite Christensen,Barcelona,1,30,113.8,46.1,Blocked,Open Play,0.08235023
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,1,30,99.5,55.6,Blocked,Open Play,0.025608072
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,1,31,96.5,34.7,Off T,Open Play,0.045421854
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,1,37,108.5,33.6,Saved,Open Play,0.14145768
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,1,40,96.2,34.8,Saved,Free Kick,0.07923236
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,1,42,98.4,55.7,Off T,Free Kick,0.046973187
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,2,50,101.2,44.8,Off T,Open Play,0.07536486
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,2,56,108.0,24.9,Blocked,Open Play,0.05796124
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,2,59,100.4,39.4,Off T,Open Play,0.060821835
3773552,2020/2021,2021-01-03,Rafael Mir Vicente,Huesca,2,62,118.0,44.2,Saved,Open Play,0.28106615
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,2,66,94.6,26.4,Off T,Open Play,0.022451427
3773552,2020/2021,2021-01-03,Lionel Andrés Messi Cuccittini,Barcelona,2,67,113.4,28.3,Saved,Open Play,0.13316546
3773552,2020/2021,2021-01-03,Javier Ontiveros Parra,Huesca,2,72,93.7,29.1,Saved,Open Play,0.022933368
3773552,2020/2021,2021-01-03,Miralem Pjanić,Barcelona,2,76,97.6,44.3,Off T,Open Play,0.05382589
3773552,2020/2021,2021-01-03,Ousmane Dembélé,Barcelona,2,76,110.4,31.3,Saved,Open Play,0.28016123
3773552,2020/2021,2021-01-03,Shinji Okazaki,Huesca,2,84,103.6,32.7,Saved,Open Play,0.032397743
3773552,2020/2021,2021-01-03,Juan Carlos Real Ruiz,Huesca,2,87,105.8,35.2,Saved,Open Play,0.051326882
3773593,2020/2021,2020-09-27,Philippe Coutinho Correia,Barcelona,1,5,96.5,32.0,Blocked,Open Play,0.041129347
3773593,2020/2021,2020-09-27,Anssumane Fati,Barcelona,1,14,107.2,32.3,Goal,Open Play,0.08300531
3773593,2020/2021,2020-09-27,Sergi Roberto Carnicer,Barcelona,1,16,106.5,41.3,Off T,Open Play,0.05040036
3773593,2020/2021,2020-09-27,Anssumane Fati,Barcelona,1,18,109.0,32.7,Goal,Open Play,0.44277996
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,1,25,114.0,33.9,Blocked,Open Play,0.20163552
3773593,2020/2021,2020-09-27,Jordi Alba Ramos,Barcelona,1,25,118.5,28.9,Saved,Open Play,0.013960704
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,1,34,108.0,39.8,Goal,Penalty,0.7835
3773593,2020/2021,2020-09-27,Francis Joseph Coquelin,Villarreal,1,38,102.8,45.5,Blocked,Open Play,0.025156217
3773593,2020/2021,2020-09-27,Philippe Coutinho Correia,Barcelona,1,39,112.4,35.4,Saved,Open Play,0.18298244
3773593,2020/2021,2020-09-27,Gerard Moreno Balaguero,Villarreal,1,44,104.3,34.8,Blocked,Open Play,0.08608912
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,2,48,108.1,33.3,Saved,Open Play,0.04752446
3773593,2020/2021,2020-09-27,Antoine Griezmann,Barcelona,2,55,105.9,33.5,Blocked,Open Play,0.10624492
3773593,2020/2021,2020-09-27,Vicente Iborra De La Fuente,Villarreal,2,57,110.9,32.1,Off T,Open Play,0.03460866
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,2,65,103.9,54.9,Saved,Open Play,0.054783225
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,2,71,111.8,39.3,Off T,Open Play,0.38601032
3773593,2020/2021,2020-09-27,Mario Gaspar Pérez Martínez,Villarreal,2,80,107.2,58.8,Off T,Open Play,0.0110668205
3773593,2020/2021,2020-09-27,Francisco António Machado Mota de Castro Trincão,Barcelona,2,81,102.8,34.8,Blocked,Open Play,0.067444965
3773593,2020/2021,2020-09-27,Francisco António Machado Mota de Castro Trincão,Barcelona,2,85,104.4,51.9,Saved,Open Play,0.08109221
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,2,85,104.4,45.0,Saved,Open Play,0.08542609
3773593,2020/2021,2020-09-27,Takefusa Kubo,Villarreal,2,88,107.6,56.5,Saved,Open Play,0.02559387
3773593,2020/2021,2020-09-27,Miralem Pjanić,Barcelona,2,90,97.8,19.8,Off T,Free Kick,0.01091343
3773593,2020/2021,2020-09-27,Lionel Andrés Messi Cuccittini,Barcelona,2,91,115.0,29.3,Blocked,Open Play,0.048478007
3773631,2020/2021,2021-02-07,Borja Iglesias Quintas,Real Betis,1,10,115.3,34.7,Blocked,Open Play,0.10217343
3773631,2020/2021,2021-02-07,Ousmane Dembélé,Barcelona,1,17,103.3,44.6,Blocked,Open Play,0.06957128
3773631,2020/2021,2021-02-07,Juan Miguel Jiménez López,Real Betis,1,24,114.0,32.4,Off T,Open Play,0.1273561
3773631,2020/2021,2021-02-07,Clément Lenglet,Barcelona,1,27,113.8,42.7,Off T,Open Play,0.16972353
3773631,2020/2021,2021-02-07,Borja Iglesias Quintas,Real Betis,1,37,111.7,42.4,Goal,Open Play,0.44097158
3773631,2020/2021,2021-02-07,Martin Braithwaite Christensen,Barcelona,1,47,108.7,40.1,Off T,Open Play,0.060599968
3773631,2020/2021,2021-02-07,Óscar Mingueza García,Barcelona,2,47,101.8,44.9,Saved,Open Play,0.06390779
3773631,2020/2021,2021-02-07,Antoine Griezmann,Barcelona,2,48,117.0,28.1,Wayward,Open Play,0.018656503
3773631,2020/2021,2021-02-07,Antoine Griezmann,Barcelona,2,52,111.8,35.3,Blocked,Open Play,0.14799254
3773631,2020/2021,2021-02-07,Juan Miguel Jiménez López,Real Betis,2,55,107.7,34.4,Saved,Open Play,0.3704533
3773631,2020/2021,2021-02-07,Ousmane Dembélé,Barcelona,2,58,103.9,56.1,Off T,Open Play,0.036253028
3773631,2020/2021,2021-02-07,Lionel Andrés Messi Cuccittini,Barcelona,2,58,102.5,52.6,Goal,Open Play,0.056231674
3773631,2020/2021,2021-02-07,Nabil Fekir,Real Betis,2,62,99.4,56.2,Saved,Open Play,0.02668288
3773631,2020/2021,2021-02-07,Ousmane Dembélé,Barcelona,2,65,109.7,53.0,Blocked,Open Play,0.13531347
3773631,2020/2021,2021-02-07,Óscar Mingueza García,Barcelona,2,65,116.6,34.1,Off T,Open Play,0.11360259
3773631,2020/2021,2021-02-07,Víctor Ruíz Torre,Real Betis,2,74,116.2,42.2,Goal,Open Play,0.1947324
3773631,2020/2021,2021-02-07,Lionel Andrés Messi Cuccittini,Barcelona,2,78,98.3,52.0,Blocked,Free Kick,0.064184494
3773631,2020/2021,2021-02-07,Víctor Ruíz Torre,Real Betis,2,82,111.0,44.0,Saved,Open Play,0.091646455
3773631,2020/2021,2021-02-07,Sergio Canales Madrazo,Real Betis,2,84,97.1,46.0,Blocked,Open Play,0.041051574
3773631,2020/2021,2021-02-07,Francisco António Machado Mota de Castro Trincão,Barcelona,2,86,102.5,49.9,Goal,Open Play,0.051537734
3773497,2020/2021,2021-04-10,Óscar Mingueza García,Barcelona,1,9,101.9,58.1,Off T,Open Play,0.023533026
3773497,2020/2021,2021-04-10,Karim Benzema,Real Madrid,1,12,113.8,45.4,Goal,Open Play,0.16896226
3773497,2020/2021,2021-04-10,Ousmane Dembélé,Barcelona,1,15,116.1,38.6,Wayward,Open Play,0.3056659
3773497,2020/2021,2021-04-10,Luka Modrić,Real Madrid,1,20,103.1,35.5,Blocked,Open Play,0.06698707
3773497,2020/2021,2021-04-10,Karim Benzema,Real Madrid,1,23,90.9,34.5,Off T,Free Kick,0.0419699
3773497,2020/2021,2021-04-10,Toni Kroos,Real Madrid,1,27,101.0,27.2,Goal,Free Kick,0.068962805
3773497,2020/2021,2021-04-10,Federico Santiago Valverde Dipetta,Real Madrid,1,33,107.3,53.4,Post,Open Play,0.09082136
3773497,2020/2021,2021-04-10,Lucas Vázquez Iglesias,Real Madrid,1,33,105.9,42.4,Saved,Open Play,0.15830496
3773497,2020/2021,2021-04-10,Federico Santiago Valverde Dipetta,Real Madrid,1,34,96.2,47.9,Blocked,Open Play,0.027073873
3773497,2020/2021,2021-04-10,Éder Gabriel Militão,Real Madrid,1,34,108.6,41.4,Blocked,Open Play,0.1361084
3773497,2020/2021,2021-04-10,Ousmane Dembélé,Barcelona,1,36,94.9,46.8,Blocked,Open Play,0.03774876
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,1,40,99.8,33.8,Blocked,Open Play,0.04994738
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,1,44,112.8,24.6,Blocked,Open Play,0.01567179
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,1,47,117.0,47.2,Saved,Open Play,0.13461363
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,2,47,114.1,32.7,Blocked,Open Play,0.06691165
3773497,2020/2021,2021-04-10,Toni Kroos,Real Madrid,2,52,93.8,41.8,Off T,Open Play,0.040328264
3773497,2020/2021,2021-04-10,Karim Benzema,Real Madrid,2,56,101.3,30.6,Off T,Open Play,0.104605675
3773497,2020/2021,2021-04-10,Óscar Mingueza García,Barcelona,2,59,110.6,39.8,Goal,Open Play,0.3197491
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,2,64,90.5,35.5,Blocked,Free Kick,0.04573942
3773497,2020/2021,2021-04-10,Toni Kroos,Real Madrid,2,67,112.2,43.1,Wayward,Open Play,0.16597773
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,2,69,97.2,34.9,Blocked,Free Kick,0.07932068
3773497,2020/2021,2021-04-10,Óscar Mingueza García,Barcelona,2,70,113.6,56.5,Wayward,Open Play,0.012394485
3773497,2020/2021,2021-04-10,Moriba Kourouma Kourouma,Barcelona,2,74,112.1,32.9,Saved,Open Play,0.063872784
3773497,2020/2021,2021-04-10,Francisco Román Alarcón Suárez,Real Madrid,2,76,103.6,40.4,Blocked,Open Play,0.15727945
3773497,2020/2021,2021-04-10,Marcelo Vieira da Silva Júnior,Real Madrid,2,76,102.2,29.5,Off T,Open Play,0.045265324
3773497,2020/2021,2021-04-10,Francisco Román Alarcón Suárez,Real Madrid,2,81,102.3,49.2,Off T,Open Play,0.04911825
3773497,2020/2021,2021-04-10,Lionel Andrés Messi Cuccittini,Barcelona,2,90,98.3,52.5,Saved,Free Kick,0.06397319
3773497,2020/2021,2021-04-10,Moriba Kourouma Kourouma,Barcelona,2,91,101.3,29.1,Off T,Open Play,0.05946907
3773497,2020/2021,2021-04-10,Martin Braithwaite Christensen,Barcelona,2,92,109.4,31.2,Off T,Open Play,0.046457313
3773497,2020/2021,2021-04-10,Moriba Kourouma Kourouma,Barcelona,2,93,108.1,39.1,Blocked,Open Play,0.070164755
3773497,2020/2021,2021-04-10,Marc-André ter Stegen,Barcelona,2,93,102.0,41.1,Blocked,Open Play,0.057932165
3773497,2020/2021,2021-04-10,Jordi Alba Ramos,Barcelona,2,93,100.6,33.2,Off T,Open Play,0.04129878
3773565,2020/2021,2021-01-09,José Antonio Rodríguez Díaz,Granada,1,1,101.1,50.9,Saved,Open Play,0.04283516
3773565,2020/2021,2021-01-09,Pedro González López,Barcelona,1,10,106.6,34.6,Blocked,Open Play,0.09201574
3773565,2020/2021,2021-01-09,Antoine Griezmann,Barcelona,1,11,110.4,37.9,Goal,Open Play,0.4184496
3773565,2020/2021,2021-01-09,Ousmane Dembélé,Barcelona,1,15,103.1,57.1,Off T,Open Play,0.014482854
3773565,2020/2021,2021-01-09,José Antonio Rodríguez Díaz,Granada,1,16,92.6,47.5,Blocked,Open Play,0.025733665
3773565,2020/2021,2021-01-09,Roberto Soldado Rillo,Granada,1,22,109.5,55.4,Off T,Open Play,0.058749907
3773565,2020/2021,2021-01-09,Antoine Griezmann,Barcelona,1,29,103.1,31.4,Blocked,Open Play,0.069709174
3773565,2020/2021,2021-01-09,Darwin Daniel Machís Marcano,Granada,1,32,99.2,56.5,Saved,Open Play,0.024455013
3773565,2020/2021,2021-01-09,Lionel Andrés Messi Cuccittini,Barcelona,1,34,103.9,37.9,Goal,Open Play,0.056093782
3773565,2020/2021,2021-01-09,Ousmane Dembélé,Barcelona,1,38,100.5,45.8,Off T,Open Play,0.06687891
3773565,2020/2021,2021-01-09,Lionel Andrés Messi Cuccittini,Barcelona,1,41,100.8,43.8,Goal,Free Kick,0.093079254
3773565,2020/2021,2021-01-09,José Antonio Rodríguez Díaz,Granada,2,49,104.0,35.9,Saved,Open Play,0.09590488
3773565,2020/2021,2021-01-09,Frenkie de Jong,Barcelona,2,55,102.1,45.6,Off T,Open Play,0.124102466
3773565,2020/2021,2021-01-09,Darwin Daniel Machís Marcano,Granada,2,59,111.1,32.3,Off T,Open Play,0.1629772
3773565,2020/2021,2021-01-09,Antoine Griezmann,Barcelona,2,62,113.2,52.5,Goal,Open Play,0.052568585
3773565,2020/2021,2021-01-09,Jordi Alba Ramos,Barcelona,2,66,107.6,29.1,Off T,Open Play,0.10014443
3773565,2020/2021,2021-01-09,Antoine Griezmann,Barcelona,2,74,103.5,49.5,Off T,Open Play,0.059421957
3773565,2020/2021,2021-01-09,Miralem Pjanić,Barcelona,2,79,100.2,33.3,Blocked,Free Kick,0.08820046
3773565,2020/2021,2021-01-09,Martin Braithwaite Christensen,Barcelona,2,79,94.0,44.4,Blocked,Open Play,0.034058154
3773565,2020/2021,2021-01-09,Robert Kenedy Nunes do Nascimento,Granada,2,80,100.6,58.9,Saved,Open Play,0.011698737
3773565,2020/2021,2021-01-09,Luis Javier Suárez Charris,Granada,2,84,103.8,56.4,Blocked,Open Play,0.028624984
3773565,2020/2021,2021-01-09,Martin Braithwaite Christensen,Barcelona,2,89,115.0,44.6,Off T,Open Play,0.22362103
3773672,2020/2021,2020-10-04,Lucas Ariel Ocampos,Sevilla,1,3,114.7,35.0,Off T,Open Play,0.1198475
3773672,2020/2021,2020-10-04,Lucas Ariel Ocampos,Sevilla,1,5,100.0,26.0,Blocked,Open Play,0.034823347
3773672,2020/2021,2020-10-04,Luuk de Jong,Sevilla,1,7,109.6,39.2,Goal,Open Play,0.10194666
3773672,2020/2021,2020-10-04,Philippe Coutinho Correia,Barcelona,1,9,106.8,34.6,Goal,Open Play,0.58375424
3773672,2020/2021,2020-10-04,Jordi Alba Ramos,Barcelona,1,16,68.3,19.5,Saved,Free Kick,0.0047969674
3773672,2020/2021,2020-10-04,Antoine Griezmann,Barcelona,1,20,107.8,29.2,Off T,Open Play,0.26431355
3773672,2020/2021,2020-10-04,Anssumane Fati,Barcelona,1,28,98.5,34.3,Saved,Open Play,0.059634212
3773672,2020/2021,2020-10-04,Jesús Joaquín Fernández Sáez de la Torre,Sevilla,1,31,114.6,54.4,Off T,Open Play,0.0206557
3773672,2020/2021,2020-10-04,Anssumane Fati,Barcelona,1,37,103.0,22.1,Off T,Open Play,0.016373863
3773672,2020/2021,2020-10-04,Lionel Andrés Messi Cuccittini,Barcelona,1,42,106.9,52.8,Off T,Open Play,0.09066692
3773672,2020/2021,2020-10-04,Joan Jordán Moreno,Sevilla,2,53,97.3,55.9,Off T,Open Play,0.015267702
3773672,2020/2021,2020-10-04,Ivan Rakitić,Sevilla,2,65,95.3,41.2,Off T,Open Play,0.04549022
3773672,2020/2021,2020-10-04,Jules Koundé,Sevilla,2,67,112.7,44.4,Off T,Open Play,0.089097686
3773672,2020/2021,2020-10-04,Jules Koundé,Sevilla,2,68,111.9,44.2,Off T,Open Play,0.083537444
3773672,2020/2021,2020-10-04,Youssef En-Nesyri,Sevilla,2,72,115.9,33.9,Off T,Open Play,0.1521444
3773672,2020/2021,2020-10-04,Lionel Andrés Messi Cuccittini,Barcelona,2,80,95.2,32.4,Saved,Open Play,0.036086563
3773672,2020/2021,2020-10-04,Frenkie de Jong,Barcelona,2,81,110.1,43.1,Blocked,Open Play,0.3463066
3773672,2020/2021,2020-10-04,Joan Jordán Moreno,Sevilla,2,83,89.8,40.6,Off T,Open Play,0.025199624
3773672,2020/2021,2020-10-04,Francisco António Machado Mota de Castro Trincão,Barcelona,2,90,109.5,54.4,Saved,Open Play,0.12810293
3773672,2020/2021,2020-10-04,Sergi Roberto Carnicer,Barcelona,2,91,104.2,49.3,Blocked,Open Play,0.10179729
3773672,2020/2021,2020-10-04,Lionel Andrés Messi Cuccittini,Barcelona,2,93,94.0,55.3,Off T,Open Play,0.02161511
3773660,2020/2021,2020-12-13,Philippe Coutinho Correia,Barcelona,1,0,108.3,46.6,Off T,Open Play,0.09013731
3773660,2020/2021,2020-12-13,Jorge De Frutos Sebastián,Levante UD,1,11,109.3,39.0,Saved,Open Play,0.4531274
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,1,12,103.8,32.1,Blocked,Open Play,0.06609147
3773660,2020/2021,2020-12-13,Martin Braithwaite Christensen,Barcelona,1,15,105.0,25.1,Saved,Open Play,0.042491257
3773660,2020/2021,2020-12-13,Daniel Gómez Alcón,Levante UD,1,18,111.6,49.1,Off T,Open Play,0.15519324
3773660,2020/2021,2020-12-13,Antoine Griezmann,Barcelona,1,19,105.4,52.6,Saved,Open Play,0.08913044
3773660,2020/2021,2020-12-13,Antoine Griezmann,Barcelona,1,21,111.7,45.7,Saved,Open Play,0.11785503
3773660,2020/2021,2020-12-13,Clément Lenglet,Barcelona,1,21,114.8,32.4,Off T,Open Play,0.41583925
3773660,2020/2021,2020-12-13,Jorge Andújar Moreno,Levante UD,1,24,100.2,57.3,Off T,Open Play,0.025486808
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,1,25,107.8,38.6,Off T,Open Play,0.038136665
3773660,2020/2021,2020-12-13,Daniel Gómez Alcón,Levante UD,1,27,94.7,45.3,Saved,Open Play,0.03797323
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,1,29,101.0,50.6,Wayward,Open Play,0.052133597
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,1,36,92.5,49.6,Blocked,Free Kick,0.037801396
3773660,2020/2021,2020-12-13,Jordi Alba Ramos,Barcelona,1,37,101.4,29.1,Saved,Open Play,0.03626696
3773660,2020/2021,2020-12-13,Antoine Griezmann,Barcelona,1,39,108.3,46.6,Saved,Open Play,0.07884668
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,1,42,90.6,38.4,Saved,Free Kick,0.033487294
3773660,2020/2021,2020-12-13,Jordi Alba Ramos,Barcelona,1,42,57.9,20.6,Saved,Open Play,0.004744799
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,50,115.1,29.3,Blocked,Open Play,0.07456455
3773660,2020/2021,2020-12-13,Philippe Coutinho Correia,Barcelona,2,51,106.6,24.8,Off T,Open Play,0.04363354
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,53,100.1,33.9,Off T,Open Play,0.053870168
3773660,2020/2021,2020-12-13,Philippe Coutinho Correia,Barcelona,2,55,96.7,32.2,Saved,Open Play,0.032498784
3773660,2020/2021,2020-12-13,Antoine Griezmann,Barcelona,2,61,88.6,44.5,Off T,Open Play,0.017997747
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,62,108.1,30.5,Saved,Open Play,0.08037411
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,64,91.7,41.0,Saved,Free Kick,0.047732294
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,70,116.5,29.1,Saved,Open Play,0.06139338
3773660,2020/2021,2020-12-13,Martin Braithwaite Christensen,Barcelona,2,71,112.6,42.6,Off T,Open Play,0.10781629
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,75,107.1,30.2,Goal,Open Play,0.22716096
3773660,2020/2021,2020-12-13,Lionel Andrés Messi Cuccittini,Barcelona,2,80,115.1,30.2,Saved,Open Play,0.20898964
3773660,2020/2021,2020-12-13,José Luis Morales Nogales,Levante UD,2,92,97.6,49.2,Blocked,Open Play,0.044519193
3773660,2020/2021,2020-12-13,Francisco Javier Hidalgo Gómez,Levante UD,2,95,99.6,51.1,Saved,Open Play,0.01992774
3773466,2020/2021,2020-10-01,Antoine Griezmann,Barcelona,1,7,102.0,51.7,Off T,Open Play,0.03504776
3773466,2020/2021,2020-10-01,Anssumane Fati,Barcelona,1,10,106.3,34.2,Goal,Open Play,0.16714483
3773466,2020/2021,2020-10-01,José Manuel Fontán Mondragón,Celta Vigo,1,16,100.9,20.7,Saved,Open Play,0.011488415
3773466,2020/2021,2020-10-01,Iago Aspas Juncal,Celta Vigo,1,24,99.0,56.1,Blocked,Free Kick,0.04606585
3773466,2020/2021,2020-10-01,Lucas René Olaza Catrofe,Celta Vigo,2,52,102.4,33.5,Blocked,Open Play,0.07217433
3773466,2020/2021,2020-10-01,Philippe Coutinho Correia,Barcelona,2,58,99.9,42.4,Post,Open Play,0.049639374
3773466,2020/2021,2020-10-01,Philippe Coutinho Correia,Barcelona,2,59,103.8,39.5,Saved,Open Play,0.12848127
3773466,2020/2021,2020-10-01,Lionel Andrés Messi Cuccittini,Barcelona,2,69,94.4,25.7,Blocked,Free Kick,0.041658394
3773466,2020/2021,2020-10-01,Manuel Agudo Durán,Celta Vigo,2,72,105.4,18.7,Blocked,Open Play,0.007613767
3773466,2020/2021,2020-10-01,Manuel Agudo Durán,Celta Vigo,2,72,114.1,26.1,Saved,Open Play,0.039158177
3773466,2020/2021,2020-10-01,Miguel Baeza Pérez,Celta Vigo,2,72,110.6,37.2,Blocked,Open Play,0.12407055
3773466,2020/2021,2020-10-01,Manuel Agudo Durán,Celta Vigo,2,78,98.8,37.5,Off T,Open Play,0.061612327
3773466,2020/2021,2020-10-01,Manuel Agudo Durán,Celta Vigo,2,82,112.6,15.7,Saved,Free Kick,0.0078124246
3773466,2020/2021,2020-10-01,Miguel Baeza Pérez,Celta Vigo,2,87,106.6,28.1,Blocked,Open Play,0.044369835
3773466,2020/2021,2020-10-01,Néstor Alejandro Araújo Razo,Celta Vigo,2,87,115.7,29.7,Off T,Open Play,0.051826213
3773466,2020/2021,2020-10-01,Lionel Andrés Messi Cuccittini,Barcelona,2,94,112.8,28.1,Saved,Open Play,0.15700933
